text,label
餐廳用餐：炒飯 28元，意粉 81元,4
巴士票：尖沙咀到中環 536元,1
快餐：大麥克套餐 944元,4
酒吧飲料：奶茶 43元，咖啡 25元,4
餐廳晚餐：中環高級餐廳 622元,3
水電費：本月水費 193元,2
煤氣費：煮飯用氣 224元,2
寬頻費：每月網絡 415元,2
演唱會門票：VIP座位 424元,3
演唱會門票：海洋公園 170元,3
KTV唱歌：兩小時包廂 323元,3
KTV唱歌：兩小時包廂 768元,3
電費單：空調使用 85元,2
家用品：蘋果 22元，青菜 75元,0
快餐：蛋撻套餐 576元,4
停車費：地下停車場 471元,1
煤氣費：煮飯用氣 189元,2
寬頻費：每月網絡 210元,2
家用品：豬肉 9元，薯片 37元,0
電影票：海洋公園門票 398元,3
KTV唱歌：兩小時包廂 207元,3
便利店零食：香蕉 17元，薯片 63元,0
寬頻費：每月網絡 954元,2
KTV唱歌：兩小時包廂 205元,3
的士費：從中環到中環 266元,1
水費：本月 759元,2
茶餐廳早餐：炒飯 19元，意粉 57元,4
的士費：從尖沙咀到公司 152元,1
巴士票：公司到公司 756元,1
餐廳用餐：意粉 11元，大麥克 62元,4
地鐵票：尖沙咀到尖沙咀 749元,1
水電費：本月水費 171元,2
水費：本月 976元,2
餐廳晚餐：尖沙咀高級餐廳 783元,3
咖啡店：啤酒 276元,4
煤氣費：煮飯用氣 154元,2
演唱會門票：VIP座位 455元,3
地鐵票：九龍到家 419元,1
巴士票：家到尖沙咀 977元,1
地鐵票：中環到中環 200元,1
超市購物：豬肉 33元，薯片 28元,0
的士費：從家到尖沙咀 870元,1
超市購物：洗衣粉 10元，牛奶 40元,0
寬頻費：每月網絡 548元,2
水果攤：橘子 46元，豬肉 42元,0
餐廳晚餐：尖沙咀高級餐廳 205元,3
煤氣費：煮飯用氣 253元,2
巴士票：家到中環 561元,1
停車費：地下停車場 724元,1
菜市場買菜：薯片 38元，牙膏 69元,0
便利店零食：橘子 18元，洗衣粉 43元,0
酒吧飲料：可樂 42元，可樂 39元,4
超市購物：薯片 40元，牙膏 60元,0
演唱會門票：紅磡體育館 184元,3
寬頻費：每月網絡 881元,2
快餐：蛋撻套餐 147元,4
水電費：本月水費 544元,2
咖啡店：啤酒 39元,4
餐廳晚餐：尖沙咀高級餐廳 594元,3
停車費：地下停車場 860元,1
茶餐廳早餐：炒飯 24元，蛋撻 26元,4
電費單：空調使用 271元,2
巴士票：公司到公司 95元,1
地鐵票：公司到中環 976元,1
水電費：本月水費 338元,2
電費單：空調使用 444元,2
KTV唱歌：兩小時包廂 489元,3
的士費：從尖沙咀到公司 93元,1
演唱會門票：UA戲院 556元,3
巴士票：公司到家 992元,1
演唱會門票：海洋公園 759元,3
超市購物：飲料 6元，青菜 100元,0
酒吧飲料：可樂 36元，奶茶 72元,4
餐廳晚餐：尖沙咀高級餐廳 713元,3
超市購物：香蕉 23元，飲料 86元,0
寬頻費：每月網絡 751元,2
的士費：從家到家 784元,1
餐廳晚餐：尖沙咀高級餐廳 143元,3
水電費：本月水費 795元,2
電費單：空調使用 370元,2
電影票：紅磡體育館門票 362元,3
酒吧飲料：啤酒 41元，咖啡 39元,4
酒吧飲料：啤酒 31元，啤酒 34元,4
快餐：大麥克套餐 121元,4
寬頻費：每月網絡 553元,2
電影票：VIP座位門票 169元,3
超市購物：薯片 44元，青菜 70元,0
茶餐廳早餐：意粉 48元，牛扒 94元,4
餐廳用餐：大麥克 34元，牛扒 33元,4
水果攤：蘋果 37元，蘋果 42元,0
煤氣費：煮飯用氣 584元,2
茶餐廳早餐：炒飯 45元，牛扒 91元,4
KTV唱歌：兩小時包廂 718元,3
家用品：青菜 21元，飲料 48元,0
演唱會門票：紅磡體育館 140元,3
停車費：地下停車場 102元,1
演唱會門票：UA戲院 134元,3
電影票：海洋公園門票 333元,3
煤氣費：煮飯用氣 735元,2
水電費：本月水費 52元,2
煤氣費：煮飯用氣 76元,2
演唱會門票：VIP座位 387元,3
水果攤：飲料 37元，洗衣粉 98元,0
寬頻費：每月網絡 48元,2
電影票：UA戲院門票 36元,3
的士費：從家到中環 606元,1
家用品：牛奶 6元，香蕉 81元,0
水費：本月 875元,2
咖啡店：咖啡 961元,4
便利店零食：洗衣粉 5元，香蕉 44元,0
水果攤：豬肉 33元，豬肉 40元,0
停車費：地下停車場 180元,1
的士費：從公司到家 744元,1
餐廳晚餐：尖沙咀高級餐廳 139元,3
超市購物：薯片 29元，香蕉 13元,0
餐廳用餐：意粉 30元，大麥克 13元,4
便利店零食：豬肉 46元，薯片 93元,0
電影票：紅磡體育館門票 194元,3
電影票：UA戲院門票 958元,3
電影票：紅磡體育館門票 739元,3
菜市場買菜：香蕉 49元，洗衣粉 51元,0
巴士票：家到尖沙咀 827元,1
酒吧飲料：咖啡 6元，奶茶 26元,4
地鐵票：中環到九龍 320元,1
菜市場買菜：薯片 40元，薯片 74元,0
酒吧飲料：啤酒 26元，咖啡 46元,4
咖啡店：咖啡 633元,4
的士費：從中環到九龍 146元,1
超市購物：香蕉 22元，豬肉 96元,0
地鐵票：九龍到公司 930元,1
地鐵票：公司到中環 457元,1
家用品：香蕉 37元，青菜 79元,0
咖啡店：奶茶 79元,4
咖啡店：可樂 960元,4
家用品：香蕉 46元，豬肉 93元,0
演唱會門票：紅磡體育館 355元,3
地鐵票：尖沙咀到家 548元,1
水果攤：香蕉 10元，蘋果 49元,0
停車費：商場停車場 360元,1
寬頻費：每月網絡 57元,2
餐廳晚餐：尖沙咀高級餐廳 395元,3
KTV唱歌：兩小時包廂 297元,3
餐廳晚餐：尖沙咀高級餐廳 167元,3
演唱會門票：海洋公園 120元,3
餐廳晚餐：中環高級餐廳 940元,3
停車費：商場停車場 51元,1
地鐵票：尖沙咀到九龍 865元,1
地鐵票：九龍到公司 990元,1
KTV唱歌：兩小時包廂 679元,3
茶餐廳早餐：意粉 46元，蛋撻 67元,4
停車費：地下停車場 196元,1
家用品：飲料 18元，洗衣粉 56元,0
餐廳晚餐：尖沙咀高級餐廳 855元,3
餐廳晚餐：尖沙咀高級餐廳 401元,3
便利店零食：牛奶 20元，牙膏 39元,0
便利店零食：牙膏 41元，豬肉 55元,0
的士費：從尖沙咀到中環 496元,1
超市購物：橘子 27元，牛奶 89元,0
電費單：空調使用 676元,2
餐廳用餐：牛扒 25元，炒飯 98元,4
水費：本月 113元,2
電影票：VIP座位門票 637元,3
餐廳用餐：意粉 23元，牛扒 70元,4
水電費：本月水費 388元,2
演唱會門票：海洋公園 729元,3
便利店零食：洗衣粉 34元，香蕉 87元,0
酒吧飲料：咖啡 7元，啤酒 48元,4
電費單：空調使用 895元,2
KTV唱歌：兩小時包廂 126元,3
KTV唱歌：兩小時包廂 75元,3
餐廳晚餐：中環高級餐廳 737元,3
便利店零食：牙膏 44元，飲料 34元,0
巴士票：中環到家 248元,1
KTV唱歌：兩小時包廂 538元,3
巴士票：中環到中環 763元,1
水果攤：豬肉 25元，牛奶 99元,0
電影票：海洋公園門票 970元,3
寬頻費：每月網絡 696元,2
便利店零食：飲料 40元，香蕉 65元,0
電影票：海洋公園門票 972元,3
煤氣費：煮飯用氣 143元,2
酒吧飲料：啤酒 24元，咖啡 25元,4
家用品：橘子 10元，洗衣粉 17元,0
電費單：空調使用 401元,2
的士費：從尖沙咀到九龍 860元,1
菜市場買菜：牛奶 43元，飲料 55元,0
便利店零食：香蕉 50元，橘子 26元,0
的士費：從家到中環 246元,1
演唱會門票：UA戲院 869元,3
菜市場買菜：香蕉 25元，牙膏 70元,0
便利店零食：牙膏 20元，薯片 41元,0
寬頻費：每月網絡 986元,2
酒吧飲料：可樂 31元，可樂 18元,4
巴士票：尖沙咀到中環 196元,1
餐廳晚餐：尖沙咀高級餐廳 504元,3
水電費：本月水費 555元,2
菜市場買菜：薯片 32元，牛奶 54元,0
水電費：本月水費 833元,2
演唱會門票：UA戲院 583元,3
超市購物：蘋果 47元，牙膏 88元,0
KTV唱歌：兩小時包廂 463元,3
水費：本月 313元,2
地鐵票：公司到尖沙咀 463元,1
演唱會門票：VIP座位 558元,3
停車費：地下停車場 475元,1
的士費：從九龍到公司 860元,1
地鐵票：九龍到中環 855元,1
便利店零食：薯片 39元，飲料 15元,0
演唱會門票：海洋公園 373元,3
快餐：牛扒套餐 761元,4
的士費：從尖沙咀到中環 681元,1
酒吧飲料：咖啡 5元，可樂 69元,4
地鐵票：家到公司 391元,1
水果攤：飲料 27元，薯片 87元,0
的士費：從家到九龍 570元,1
超市購物：洗衣粉 13元，牛奶 90元,0
便利店零食：青菜 14元，蘋果 42元,0
餐廳晚餐：中環高級餐廳 888元,3
快餐：意粉套餐 680元,4
超市購物：橘子 28元，牙膏 51元,0
茶餐廳早餐：牛扒 14元，牛扒 27元,4
餐廳晚餐：中環高級餐廳 934元,3
快餐：蛋撻套餐 320元,4
地鐵票：九龍到中環 255元,1
酒吧飲料：奶茶 40元，啤酒 32元,4
地鐵票：家到尖沙咀 804元,1
的士費：從家到九龍 460元,1
菜市場買菜：牛奶 25元，牛奶 79元,0
水費：本月 259元,2
水電費：本月水費 855元,2
地鐵票：家到中環 617元,1
快餐：意粉套餐 348元,4
餐廳用餐：炒飯 35元，炒飯 87元,4
便利店零食：蘋果 13元，牛奶 80元,0
煤氣費：煮飯用氣 865元,2
的士費：從中環到九龍 193元,1
的士費：從九龍到家 448元,1
菜市場買菜：牛奶 10元，薯片 70元,0
停車費：商場停車場 506元,1
酒吧飲料：可樂 6元，咖啡 92元,4
的士費：從公司到家 908元,1
電費單：空調使用 572元,2
快餐：意粉套餐 727元,4
巴士票：中環到尖沙咀 335元,1
便利店零食：香蕉 27元，豬肉 70元,0
快餐：意粉套餐 125元,4
超市購物：薯片 38元，橘子 26元,0
茶餐廳早餐：炒飯 31元，牛扒 21元,4
停車費：地下停車場 942元,1
家用品：蘋果 32元，豬肉 59元,0
煤氣費：煮飯用氣 590元,2
茶餐廳早餐：蛋撻 12元，炒飯 40元,4
寬頻費：每月網絡 294元,2
水電費：本月水費 783元,2
超市購物：蘋果 34元，香蕉 33元,0
水費：本月 111元,2
寬頻費：每月網絡 259元,2
便利店零食：洗衣粉 46元，蘋果 95元,0
水費：本月 338元,2
咖啡店：奶茶 375元,4
水果攤：青菜 5元，橘子 56元,0
寬頻費：每月網絡 131元,2
KTV唱歌：兩小時包廂 458元,3
咖啡店：咖啡 175元,4
演唱會門票：紅磡體育館 472元,3
演唱會門票：海洋公園 952元,3
家用品：蘋果 44元，香蕉 47元,0
演唱會門票：VIP座位 14元,3
巴士票：尖沙咀到家 317元,1
家用品：蘋果 18元，青菜 73元,0
超市購物：洗衣粉 45元，橘子 89元,0
餐廳晚餐：中環高級餐廳 956元,3
停車費：地下停車場 154元,1
咖啡店：奶茶 456元,4
水電費：本月水費 454元,2
家用品：洗衣粉 9元，洗衣粉 95元,0
超市購物：牙膏 36元，香蕉 79元,0
停車費：地下停車場 360元,1
便利店零食：洗衣粉 33元，橘子 37元,0
水果攤：橘子 37元，橘子 13元,0
地鐵票：尖沙咀到家 48元,1
餐廳用餐：蛋撻 19元，大麥克 47元,4
Train ticket downtown 15 USD | Uber ride airport 50 USD total 20 USD,1
eggs 4 USD total 113 USD,0
Beer at bar 6 USD total 119 USD,4
Uber ride airport 50 USD | Parking fee mall lot 10 USD | Bus ticket to city center 5 USD total 79 USD,1
Train ticket downtown 15 USD | Gas station fill-up 40 USD total 28 USD,1
yogurt 4 USD | chicken 10 USD total 147 USD,0
KTV room 2 hours 50 USD total 21 USD,3
Dinner at fancy restaurant 120 USD | KTV room 2 hours 50 USD | Concert tickets arena 100 USD total 41 USD,3
Electricity bill this month 80 USD | Phone bill 40 USD total 67 USD,2
Sushi roll 15 USD total 147 USD,4
McDonalds Big Mac meal 10 USD total 136 USD,4
Bus ticket to city center 5 USD | Parking fee mall lot 10 USD total 51 USD,1
Beer at bar 6 USD | Pizza slice 4 USD | McDonalds Big Mac meal 10 USD total 132 USD,4
cheese 7 USD | chicken 10 USD | bananas 2 USD total 111 USD,0
Burger and fries 12 USD total 127 USD,4
Bus ticket to city center 5 USD | Train ticket downtown 15 USD total 33 USD,1
Taxi from home to office 20 USD | Train ticket downtown 15 USD | Bus ticket to city center 5 USD total 119 USD,1
Burger and fries 12 USD | Starbucks coffee 5 USD total 110 USD,4
Gas bill cooking 30 USD | Water bill 50 USD | Trash collection fee 20 USD total 120 USD,2
Gas bill cooking 30 USD total 10 USD,2
McDonalds Big Mac meal 10 USD | Beer at bar 6 USD total 84 USD,4
Beer at bar 6 USD | Starbucks coffee 5 USD total 121 USD,4
Phone bill 40 USD | Water bill 50 USD | Gas bill cooking 30 USD total 58 USD,2
shampoo 9 USD | bananas 2 USD total 60 USD,0
Internet monthly 60 USD | Gas bill cooking 30 USD | Electricity bill this month 80 USD total 33 USD,2
Parking fee mall lot 10 USD | Train ticket downtown 15 USD total 89 USD,1
KTV room 2 hours 50 USD total 69 USD,3
yogurt 4 USD total 82 USD,0
rice 6 USD | cheese 7 USD total 119 USD,0
Sushi roll 15 USD | Tea at cafe 3 USD total 62 USD,4
Electricity bill this month 80 USD | Internet monthly 60 USD total 101 USD,2
Burger and fries 12 USD | Sushi roll 15 USD | Beer at bar 6 USD total 113 USD,4
Beer at bar 6 USD | Pizza slice 4 USD total 78 USD,4
Subway fare 3 USD | Bus ticket to city center 5 USD | Gas station fill-up 40 USD total 125 USD,1
soap 3 USD | toilet paper 5 USD | eggs 4 USD total 28 USD,0
Parking fee mall lot 10 USD | Bike rental 8 USD total 73 USD,1
Electricity bill this month 80 USD | Phone bill 40 USD total 134 USD,2
Burger and fries 12 USD | Sushi roll 15 USD | Starbucks coffee 5 USD total 146 USD,4
Dinner at fancy restaurant 120 USD total 147 USD,3
KTV room 2 hours 50 USD | Theme park entry 60 USD total 50 USD,3
Parking fee mall lot 10 USD | Taxi from home to office 20 USD | Subway fare 3 USD total 66 USD,1
pasta 3 USD | bananas 2 USD total 19 USD,0
Gas bill cooking 30 USD | Water bill 50 USD | Electricity bill this month 80 USD total 146 USD,2
Sushi roll 15 USD | Tea at cafe 3 USD | McDonalds Big Mac meal 10 USD total 65 USD,4
Dinner at fancy restaurant 120 USD total 90 USD,3
Sushi roll 15 USD | Pizza slice 4 USD | Starbucks coffee 5 USD total 9 USD,4
Beer at bar 6 USD | Sushi roll 15 USD | Pizza slice 4 USD total 36 USD,4
Internet monthly 60 USD | Phone bill 40 USD total 149 USD,2
Electricity bill this month 80 USD | Phone bill 40 USD total 88 USD,2
toilet paper 5 USD | chicken 10 USD | cheese 7 USD total 40 USD,0
Movie ticket cinema 15 USD | Theme park entry 60 USD total 120 USD,3
Beer at bar 6 USD | McDonalds Big Mac meal 10 USD total 116 USD,4
rice 6 USD total 107 USD,0
Broadway show 80 USD | Dinner at fancy restaurant 120 USD total 28 USD,3
Sushi roll 15 USD | Burger and fries 12 USD total 145 USD,4
Gas station fill-up 40 USD | Bus ticket to city center 5 USD | Subway fare 3 USD total 108 USD,1
bread 2 USD total 98 USD,0
apples 5 USD | pasta 3 USD | yogurt 4 USD total 112 USD,0
Concert tickets arena 100 USD | Movie ticket cinema 15 USD | KTV room 2 hours 50 USD total 54 USD,3
soap 3 USD total 131 USD,0
KTV room 2 hours 50 USD total 47 USD,3
Gas bill cooking 30 USD | Phone bill 40 USD | Water bill 50 USD total 129 USD,2
Gas bill cooking 30 USD | Electricity bill this month 80 USD total 73 USD,2
Trash collection fee 20 USD | Gas bill cooking 30 USD | Electricity bill this month 80 USD total 73 USD,2
Broadway show 80 USD | Theme park entry 60 USD | Concert tickets arena 100 USD total 10 USD,3
Sushi roll 15 USD | Starbucks coffee 5 USD | Burger and fries 12 USD total 140 USD,4
Theme park entry 60 USD total 89 USD,3
Burger and fries 12 USD | Beer at bar 6 USD | Pizza slice 4 USD total 142 USD,4
KTV room 2 hours 50 USD | Movie ticket cinema 15 USD total 96 USD,3
eggs 4 USD total 76 USD,0
Internet monthly 60 USD total 128 USD,2
eggs 4 USD total 57 USD,0
Parking fee mall lot 10 USD | Uber ride airport 50 USD | Gas station fill-up 40 USD total 31 USD,1
bread 2 USD | rice 6 USD | toilet paper 5 USD total 31 USD,0
Dinner at fancy restaurant 120 USD total 76 USD,3
Bike rental 8 USD | Taxi from home to office 20 USD total 112 USD,1
Concert tickets arena 100 USD | KTV room 2 hours 50 USD | Theme park entry 60 USD total 32 USD,3
detergent 8 USD | yogurt 4 USD | milk 3 USD total 101 USD,0
Bus ticket to city center 5 USD | Parking fee mall lot 10 USD total 142 USD,1
Beer at bar 6 USD | Starbucks coffee 5 USD total 22 USD,4
Tea at cafe 3 USD | Beer at bar 6 USD | Sushi roll 15 USD total 103 USD,4
KTV room 2 hours 50 USD | Broadway show 80 USD total 125 USD,3
Dinner at fancy restaurant 120 USD | Concert tickets arena 100 USD | Movie ticket cinema 15 USD total 9 USD,3
Subway fare 3 USD | Bus ticket to city center 5 USD total 142 USD,1
Tea at cafe 3 USD | Starbucks coffee 5 USD total 110 USD,4
Electricity bill this month 80 USD | Trash collection fee 20 USD total 105 USD,2
Sushi roll 15 USD | Tea at cafe 3 USD total 109 USD,4
Broadway show 80 USD total 35 USD,3
yogurt 4 USD total 115 USD,0
Bike rental 8 USD | Train ticket downtown 15 USD | Bus ticket to city center 5 USD total 145 USD,1
Gas bill cooking 30 USD total 63 USD,2
chicken 10 USD total 76 USD,0
Internet monthly 60 USD total 84 USD,2
Train ticket downtown 15 USD total 58 USD,1
Taxi from home to office 20 USD total 74 USD,1
apples 5 USD | bananas 2 USD total 125 USD,0
Trash collection fee 20 USD | Gas bill cooking 30 USD | Internet monthly 60 USD total 33 USD,2
Gas station fill-up 40 USD total 17 USD,1
bread 2 USD total 37 USD,0
Parking fee mall lot 10 USD | Taxi from home to office 20 USD total 123 USD,1
pasta 3 USD | cheese 7 USD | eggs 4 USD total 100 USD,0
KTV room 2 hours 50 USD | Dinner at fancy restaurant 120 USD total 49 USD,3
Movie ticket cinema 15 USD total 142 USD,3
McDonalds Big Mac meal 10 USD total 145 USD,4
Uber ride airport 50 USD total 126 USD,1
Parking fee mall lot 10 USD | Gas station fill-up 40 USD total 83 USD,1
toilet paper 5 USD | bread 2 USD total 125 USD,0
Beer at bar 6 USD | McDonalds Big Mac meal 10 USD | Pizza slice 4 USD total 104 USD,4
pasta 3 USD | yogurt 4 USD total 34 USD,0
Gas station fill-up 40 USD total 100 USD,1
soap 3 USD | eggs 4 USD | yogurt 4 USD total 132 USD,0
Concert tickets arena 100 USD total 27 USD,3
Theme park entry 60 USD | Broadway show 80 USD | Dinner at fancy restaurant 120 USD total 70 USD,3
Gas bill cooking 30 USD total 46 USD,2
Starbucks coffee 5 USD | Pizza slice 4 USD total 50 USD,4
Pizza slice 4 USD | Tea at cafe 3 USD total 21 USD,4
Water bill 50 USD | Internet monthly 60 USD | Trash collection fee 20 USD total 149 USD,2
Uber ride airport 50 USD | Gas station fill-up 40 USD | Train ticket downtown 15 USD total 66 USD,1
pasta 3 USD | yogurt 4 USD | bananas 2 USD total 143 USD,0
bananas 2 USD | yogurt 4 USD | detergent 8 USD total 120 USD,0
Starbucks coffee 5 USD | Burger and fries 12 USD | Sushi roll 15 USD total 46 USD,4
Water bill 50 USD | Electricity bill this month 80 USD | Phone bill 40 USD total 16 USD,2
Tea at cafe 3 USD total 99 USD,4
yogurt 4 USD | pasta 3 USD total 104 USD,0
yogurt 4 USD total 136 USD,0
Bus ticket to city center 5 USD total 54 USD,1
Concert tickets arena 100 USD | Movie ticket cinema 15 USD total 7 USD,3
Concert tickets arena 100 USD | Theme park entry 60 USD total 126 USD,3
bananas 2 USD | shampoo 9 USD | yogurt 4 USD total 17 USD,0
eggs 4 USD total 113 USD,0
Parking fee mall lot 10 USD | Uber ride airport 50 USD | Bike rental 8 USD total 32 USD,1
Pizza slice 4 USD | Burger and fries 12 USD | McDonalds Big Mac meal 10 USD total 107 USD,4
Parking fee mall lot 10 USD | Bike rental 8 USD | Bus ticket to city center 5 USD total 41 USD,1
Sushi roll 15 USD total 82 USD,4
Parking fee mall lot 10 USD | Taxi from home to office 20 USD total 134 USD,1
Gas bill cooking 30 USD | Internet monthly 60 USD | Electricity bill this month 80 USD total 23 USD,2
Parking fee mall lot 10 USD total 119 USD,1
yogurt 4 USD total 47 USD,0
Concert tickets arena 100 USD total 75 USD,3
Sushi roll 15 USD total 52 USD,4
rice 6 USD total 109 USD,0
McDonalds Big Mac meal 10 USD total 28 USD,4
KTV room 2 hours 50 USD | Movie ticket cinema 15 USD | Concert tickets arena 100 USD total 125 USD,3
McDonalds Big Mac meal 10 USD | Sushi roll 15 USD total 99 USD,4
Subway fare 3 USD total 120 USD,1
Taxi from home to office 20 USD total 106 USD,1
Parking fee mall lot 10 USD total 134 USD,1
Beer at bar 6 USD total 135 USD,4
Taxi from home to office 20 USD | Bike rental 8 USD total 124 USD,1
Starbucks coffee 5 USD | Tea at cafe 3 USD | McDonalds Big Mac meal 10 USD total 47 USD,4
Internet monthly 60 USD | Trash collection fee 20 USD | Electricity bill this month 80 USD total 44 USD,2
Pizza slice 4 USD total 58 USD,4
Theme park entry 60 USD | Dinner at fancy restaurant 120 USD total 106 USD,3
Taxi from home to office 20 USD | Subway fare 3 USD total 26 USD,1
soap 3 USD | milk 3 USD | chicken 10 USD total 32 USD,0
Broadway show 80 USD | Theme park entry 60 USD | KTV room 2 hours 50 USD total 76 USD,3
Phone bill 40 USD | Water bill 50 USD total 20 USD,2
Tea at cafe 3 USD total 109 USD,4
Bike rental 8 USD total 72 USD,1
Sushi roll 15 USD | McDonalds Big Mac meal 10 USD total 53 USD,4
McDonalds Big Mac meal 10 USD | Starbucks coffee 5 USD | Sushi roll 15 USD total 138 USD,4
Bike rental 8 USD | Subway fare 3 USD | Train ticket downtown 15 USD total 88 USD,1
toilet paper 5 USD total 77 USD,0
Gas bill cooking 30 USD total 132 USD,2
Internet monthly 60 USD | Electricity bill this month 80 USD | Trash collection fee 20 USD total 45 USD,2
Bike rental 8 USD total 92 USD,1
Theme park entry 60 USD | Movie ticket cinema 15 USD total 55 USD,3
Internet monthly 60 USD | Water bill 50 USD total 108 USD,2
Internet monthly 60 USD | Water bill 50 USD | Electricity bill this month 80 USD total 39 USD,2
Concert tickets arena 100 USD | Dinner at fancy restaurant 120 USD | Theme park entry 60 USD total 55 USD,3
Tea at cafe 3 USD | Burger and fries 12 USD total 105 USD,4
Taxi from home to office 20 USD total 38 USD,1
shampoo 9 USD | rice 6 USD total 51 USD,0
Dinner at fancy restaurant 120 USD | Broadway show 80 USD | Movie ticket cinema 15 USD total 128 USD,3
KTV room 2 hours 50 USD | Theme park entry 60 USD total 39 USD,3
McDonalds Big Mac meal 10 USD | Tea at cafe 3 USD | Sushi roll 15 USD total 123 USD,4
Trash collection fee 20 USD | Electricity bill this month 80 USD | Gas bill cooking 30 USD total 75 USD,2
detergent 8 USD | apples 5 USD | bananas 2 USD total 29 USD,0
Pizza slice 4 USD | McDonalds Big Mac meal 10 USD total 69 USD,4
soap 3 USD | eggs 4 USD total 111 USD,0
Movie ticket cinema 15 USD | Dinner at fancy restaurant 120 USD total 40 USD,3
KTV room 2 hours 50 USD | Broadway show 80 USD | Movie ticket cinema 15 USD total 105 USD,3
Uber ride airport 50 USD | Parking fee mall lot 10 USD | Gas station fill-up 40 USD total 43 USD,1
Tea at cafe 3 USD total 149 USD,4
Gas station fill-up 40 USD | Subway fare 3 USD total 108 USD,1
Burger and fries 12 USD | Sushi roll 15 USD total 10 USD,4
McDonalds Big Mac meal 10 USD | Starbucks coffee 5 USD | Beer at bar 6 USD total 105 USD,4
Train ticket downtown 15 USD | Bike rental 8 USD total 52 USD,1
Beer at bar 6 USD | Tea at cafe 3 USD total 61 USD,4
toilet paper 5 USD | shampoo 9 USD | apples 5 USD total 5 USD,0
Starbucks coffee 5 USD | Sushi roll 15 USD total 36 USD,4
Phone bill 40 USD | Water bill 50 USD | Gas bill cooking 30 USD total 18 USD,2
soap 3 USD | yogurt 4 USD total 74 USD,0
Gas bill cooking 30 USD total 65 USD,2
Parking fee mall lot 10 USD total 82 USD,1
Movie ticket cinema 15 USD | Broadway show 80 USD | Dinner at fancy restaurant 120 USD total 82 USD,3
Pizza slice 4 USD | Burger and fries 12 USD | McDonalds Big Mac meal 10 USD total 7 USD,4
yogurt 4 USD | rice 6 USD | bananas 2 USD total 60 USD,0
Burger and fries 12 USD total 138 USD,4
Trash collection fee 20 USD total 55 USD,2
Dinner at fancy restaurant 120 USD | KTV room 2 hours 50 USD | Theme park entry 60 USD total 12 USD,3
Gas bill cooking 30 USD total 144 USD,2
Phone bill 40 USD | Trash collection fee 20 USD total 97 USD,2
Phone bill 40 USD | Gas bill cooking 30 USD total 75 USD,2
Taxi from home to office 20 USD | Train ticket downtown 15 USD total 116 USD,1
Gas bill cooking 30 USD | Internet monthly 60 USD | Electricity bill this month 80 USD total 72 USD,2
Theme park entry 60 USD | KTV room 2 hours 50 USD total 62 USD,3
Trash collection fee 20 USD | Internet monthly 60 USD total 95 USD,2
Starbucks coffee 5 USD | Sushi roll 15 USD | Burger and fries 12 USD total 5 USD,4
cheese 7 USD total 121 USD,0
shampoo 9 USD total 117 USD,0
Uber ride airport 50 USD | Train ticket downtown 15 USD | Bus ticket to city center 5 USD total 138 USD,1
McDonalds Big Mac meal 10 USD total 60 USD,4
Movie ticket cinema 15 USD | Broadway show 80 USD | KTV room 2 hours 50 USD total 57 USD,3
Movie ticket cinema 15 USD | Broadway show 80 USD total 102 USD,3
Water bill 50 USD | Gas bill cooking 30 USD total 117 USD,2
Electricity bill this month 80 USD total 100 USD,2
McDonalds Big Mac meal 10 USD total 129 USD,4
Gas station fill-up 40 USD total 42 USD,1
rice 6 USD | apples 5 USD total 143 USD,0
Tea at cafe 3 USD total 92 USD,4
Broadway show 80 USD total 79 USD,3
Bus ticket to city center 5 USD | Uber ride airport 50 USD total 17 USD,1
Phone bill 40 USD | Gas bill cooking 30 USD | Trash collection fee 20 USD total 137 USD,2
Taxi from home to office 20 USD | Gas station fill-up 40 USD total 11 USD,1
KTV room 2 hours 50 USD | Dinner at fancy restaurant 120 USD total 60 USD,3
chicken 10 USD total 42 USD,0
Water bill 50 USD total 107 USD,2
Bike rental 8 USD | Train ticket downtown 15 USD | Bus ticket to city center 5 USD total 29 USD,1
Trash collection fee 20 USD total 123 USD,2
McDonalds Big Mac meal 10 USD | Pizza slice 4 USD | Beer at bar 6 USD total 104 USD,4
Train ticket downtown 15 USD total 111 USD,1
Bike rental 8 USD | Parking fee mall lot 10 USD total 94 USD,1
Train ticket downtown 15 USD | Taxi from home to office 20 USD | Uber ride airport 50 USD total 135 USD,1
Bus ticket to city center 5 USD | Gas station fill-up 40 USD | Subway fare 3 USD total 77 USD,1
Subway fare 3 USD | Parking fee mall lot 10 USD | Bus ticket to city center 5 USD total 98 USD,1
Sushi roll 15 USD total 59 USD,4
Subway fare 3 USD | Bike rental 8 USD total 121 USD,1
Dinner at fancy restaurant 120 USD total 32 USD,3
soap 3 USD | bananas 2 USD total 39 USD,0
Uber ride airport 50 USD total 64 USD,1
Parking fee mall lot 10 USD total 68 USD,1
Bike rental 8 USD | Uber ride airport 50 USD | Gas station fill-up 40 USD total 134 USD,1
Trash collection fee 20 USD | Internet monthly 60 USD total 67 USD,2
KTV room 2 hours 50 USD | Theme park entry 60 USD total 112 USD,3
Tea at cafe 3 USD | Beer at bar 6 USD total 127 USD,4
Water bill 50 USD total 68 USD,2
Dinner at fancy restaurant 120 USD total 46 USD,3
bananas 2 USD total 114 USD,0
Bike rental 8 USD | Train ticket downtown 15 USD total 77 USD,1
Dinner at fancy restaurant 120 USD total 112 USD,3
